GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
logstash-filter-hdfs-guardium,com.ibm.guardium.hdfs,HdfsGuardiumFilter,174,760,30,50,43,178,30,29,3,16
